SKU	ProductName	Manufacturer	ProductDescription1	ProductDescription2	SubModelDescription	MainImageURL	ShippingWeight	Caliber	Velocity	Parentage	ParentSKU	MSRP	MAP	InStockDate	InStockQuantity	QBItem	WNet	SmallImageURL	Category	UPC	BuyButtonDisabled
PY-2246	AirForce Condor PCP Air Rifle, Spin-Loc Tank, Red	AirForce	For those of you who want the look, feel and power of a black rifle...but with color! Choose the Condor with a red anodized frame.  The AirForce Condor delivers from 600 fps to a rip-snorting 1450 fps (in .177), and it's recoilless! Accurate (1&quot; at 50 yards) and powerful, this PCP offers extreme flexibility. It has a 24&quot; Lothar Walther barrel (1:16 twist). You can also buy 12&quot; and 18&quot; barrels. Change-outs are easy and don't require any special tools. Built in the USA.  <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.  Have a look at our suggestions in the AMMO link. Click the ACCESSORIES link to find targets, pumps and other nifty gear for your rifle. 			http://www.pyramydair.com/images/AFU-Condor-w-Spin-Lock-Tank-RED_AFU2043R.jpg	4.31	0.25	1100.00	model		709.50	675.00				0.00	http://www.pyramydair.com/images/AFU-Condor-w-Spin-Lock-Tank-RED_AFU2043R_sm.jpg	AIR RIFLES		false
PY-2279-4567	Air Arms S510 Xtra FAC PCP Air Rifle, Poplar	Air Arms	 Air Arms S510 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking 10-shot repeater 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) Built-in manometer (air pressure gauge) 231cc air tank</li Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.		S510 Xtra FAC with ambidextrous poplar stock	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-lg.jpg	3.88	0.177	1050.00	submodel	PY-2279	1350.00	1199.99		100	AS510E17SX20ADO	887.39	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-sm.jpg	AIR RIFLES		false
PY-2279-4568	Air Arms S510 Xtra FAC PCP Air Rifle, Poplar	Air Arms	 Air Arms S510 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking 10-shot repeater 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) Built-in manometer (air pressure gauge) 231cc air tank</li Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.		S510 Xtra FAC with ambidextrous poplar stock	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-lg.jpg	3.88	0.22	920.00	submodel	PY-2279	1350.00	1199.99	2014-05-14	0	AS510E22SX30ADO	887.39	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-sm.jpg	AIR RIFLES		false
PY-2279-4729	Air Arms S510 Xtra FAC PCP Air Rifle, Poplar	Air Arms	 Air Arms S510 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking 10-shot repeater 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) Built-in manometer (air pressure gauge) 231cc air tank</li Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.		S510 Xtra FAC with ambidextrous poplar stock	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-lg.jpg	3.88	0.25	780.00	submodel	PY-2279	1350.00	1199.99		100	AS510E25SX35ADO	887.39	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-sm.jpg	AIR RIFLES		false
PY-2279	Air Arms S510 Xtra FAC PCP Air Rifle, Poplar	Air Arms	 Air Arms S510 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking 10-shot repeater 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) Built-in manometer (air pressure gauge) 231cc air tank</li Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.			http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-lg.jpg	3.88	0.25	780.00	model		1350.00	1199.99				0.00	http://www.pyramydair.com/images/Air-Arms-S510-Extra-SL-Fac-177-Ambi-Poplar-S671_S510E17SX20ADO_rifle-sm.jpg	AIR RIFLES		false
PY-2280	Air Arms S510 Xtra FAC Sidelever PCP Carbine	Air Arms	 Air Arms S510 Xtra FAC sidelever carbine Precharged pneumatic Sidelever cocking 10-shot repeater 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) Built-in manometer (air pressure gauge) 173cc air tank Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad 		S510 Xtra FAC carbine with ambidextrous poplar stock (173cc reservoir)	http://www.pyramydair.com/images/AS510C22SX30ADO_lg.jpg	3.36	0.22	920.00			1350.00	1199.99		100	AS510C22SX30ADO	887.39	http://www.pyramydair.com/images/AS510C22SX30ADO_sm.jpg	AIR RIFLES		false
PY-2281	Air Arms S400 Biathlon Air Rifle	Air Arms	 Air Arms S400 Biathlon air rifle Precharged pneumatic (200 bar max fill pressure) Bolt-action 5-shot repeater (self-indexing rotary clip) Removable air reservoir Match sights: globe front accepts inserts, rear diopter (not mounted) Rear sight fits on an 11mm dovetail 5-way adjustable match trigger Lothar Walther barrel White poplar stock Cheekpiece adjusts vertically and horizontally Buttpad adjusts vertically 4 rotary clips fit in slots in right-hand forearm Beautiful deep bluing Stock is flawlessly executed 29.875&quot; between front & rear sights 10.25&quot; long accessory rail 12.12&quot; to 12.50&quot; length of pull (LOP) 5.15 ft-lbs. Includes owner's manual, 7 Allen keys, four 5-shot clips, fill adapter & spanner (to remove reservoir) 		MPR Precision Biathlon air rifle, poplar stock, & adj. buttpad and cheekpiece. 5-shot repeater.	http://www.pyramydair.com/images/Air-Arms-MPR-S400-Biathlon-Ambi-Poplar_S401D17SX05APT_rifle_lg.jpg	5.00	0.177	564.00			1600.00	1399.99	2014-05-15	0	S401D17SX05APT	1091.39	http://www.pyramydair.com/images/Air-Arms-MPR-S400-Biathlon-Ambi-Poplar_S401D17SX05APT_rifle_sm.jpg	AIR RIFLES		false
PY-2283-4572	Air Arms S500 Xtra FAC Sidelever PCP Air Rifle	Air Arms	 Air Arms S500 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking Single-shot 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) 231cc tank Built-in manometer (air pressure gauge) Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.		S500 Xtra FAC with ambidextrous poplar stock	http://www.pyramydair.com/images/AS501E17SX20ADO_rifle_lg.jpg	4.01	0.177	1050.00	submodel	PY-2283	1050.00	979.99		100	AS501E17SX20ADO	703.79	http://www.pyramydair.com/images/AS501E17SX20ADO_rifle_sm.jpg	AIR RIFLES		false
PY-2283-4573	Air Arms S500 Xtra FAC Sidelever PCP Air Rifle	Air Arms	 Air Arms S500 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking Single-shot 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) 231cc tank Built-in manometer (air pressure gauge) Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.		S500 Xtra FAC with ambidextrous poplar stock	http://www.pyramydair.com/images/AS501E17SX20ADO_rifle_lg.jpg	4.01	0.22	920.00	submodel	PY-2283	1050.00	979.99		100	AS501E22SX30ADO	703.79	http://www.pyramydair.com/images/AS501E17SX20ADO_rifle_sm.jpg	AIR RIFLES		false
PY-2283	Air Arms S500 Xtra FAC Sidelever PCP Air Rifle	Air Arms	 Air Arms S500 Xtra FAC sidelever air rifle Precharged pneumatic Sidelever cocking Single-shot 2-stage adjustable trigger Adjustable power 11mm scope grooves (no open sights) 2900 psi fill pressure (200 bar) 231cc tank Built-in manometer (air pressure gauge) Lothar Walther barrel Shrouded barrel for extra-quiet shooting Ambidextrous Monte Carlo poplar stock Dual raised cheekpieces Checkered pistol grip and forearm Superbly blued Magnificent stock finish Ventilated rubber buttpad   Our specs show that this rifle has a 19.45&quot; barrel. The shroud is much longer, and the exterior length from the action to the muzzle measures 24&quot;. The barrel is only the rifled portion of the gun.			http://www.pyramydair.com/images/AS501E17SX20ADO_rifle_lg.jpg	4.01	0.22	920.00	model		1050.00	979.99				0.00	http://www.pyramydair.com/images/AS501E17SX20ADO_rifle_sm.jpg	AIR RIFLES		false
PY-2311-4640	AirForce Condor Bounty Hunter Blue PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.177 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH.jpg	4.31	0.177	1450.00	submodel	PY-2311	763.25	737.25		100	AFU20437B-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH_sm.jpg	AIR RIFLES		false
PY-2311-4641	AirForce Condor Bounty Hunter Blue PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.20 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH.jpg	4.31	0.20	1150.00	submodel	PY-2311	763.25	737.25	2014-05-20	0	AFU20432B-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH_sm.jpg	AIR RIFLES		false
PY-2311-4642	AirForce Condor Bounty Hunter Blue PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.22 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH.jpg	4.31	0.22	1250.00	submodel	PY-2311	763.25	737.25	2014-05-11	0	AFU2043B-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH_sm.jpg	AIR RIFLES		false
PY-2311-5010	AirForce Condor Bounty Hunter Blue PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.25 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH.jpg	4.31	0.25	1100.00	submodel	PY-2311	763.25	737.25	2014-05-20	0	AFU204325B-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH_sm.jpg	AIR RIFLES		false
PY-2311	AirForce Condor Bounty Hunter Blue PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.			http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH.jpg	4.31	0.25	1100.00	model		763.25	737.25				0.00	http://www.pyramydair.com/images/Air-Force-Condor-Bluet_AFU1043B-BH_sm.jpg	AIR RIFLES		false
PY-2312-4643	AirForce Condor Bounty Hunter, Red PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.177 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH.jpg	4.31	0.177	1450.00	submodel	PY-2312	763.25	737.25		100	AFU20437R-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH_sm.jpg	AIR RIFLES		false
PY-2312-4644	AirForce Condor Bounty Hunter, Red PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.20 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH.jpg	4.31	0.20	1150.00	submodel	PY-2312	763.25	737.25		100	AFU20432R-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH_sm.jpg	AIR RIFLES		false
PY-2312-4645	AirForce Condor Bounty Hunter, Red PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.22 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH.jpg	4.31	0.22	1250.00	submodel	PY-2312	763.25	737.25	2014-05-20	0	AFU2043R-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH_sm.jpg	AIR RIFLES		false
PY-2312-5009	AirForce Condor Bounty Hunter, Red PCP, Spin-Loc	AirForce	Includes gun, thumbhole stock<font color=red>*</font> & flash suppressor. Pyramyd Air will thread the muzzle (1/2x28 threads) to accommodate the flash suppressor (suppressor style may vary somewhat from our photo). The threaded muzzle will also accept a silencer.  <font color=red>*</font>The new Spin-Loc tank includes an adjustable buttplate. When we add the Bounty Hunter thumbhole stock, the buttplate becomes non-adjustable because we drill a hole in the buttplate to anchor the TH stock.   AirForce Airguns Condor Bounty Hunter air rifle Precharged pneumatic Single-shot Power adjustment wheel Lothar Walther barrel (1:16 twist) Removable 490cc air tank 3,000 psi (206 bar) max tank pressure Tank has pressure-release valve 11mm dovetail for optics mounting Gun is made of aircraft-grade aluminum & space-age polymers Incl. thumbhole stock & flash suppressor (all are unmounted) Gun is built in America Shipment will be delayed by 24 hours (or one business day) because our tech dept must thread the muzzle   <font color=red>NOTE:</font> The .20 cal. pellets are slightly longer than the .22 cal. pellets of the same weight. Therefore, they drag in the barrel a little more and produce lower velocities. The quoted figures (showing the .20 cal. gun shooting slower than the .22 cal. gun) are actual test figures and are correct.  <font color=red>You'll need an adapter to fill the reservoir with air. The type of adapter depends on how you plan to fill your gun. A scuba tank will require a different adapter than a hand pump or carbon fiber tank. If you use a hand pump, the type of adapter you need depends on the brand of hand pump you use.</font>  Carrying an extra filled tank when shooting in the field is a lot easier than carrying a scuba or carbon fiber tank for refills.		.25 gun, flash suppressor & thumbhole stock (accessories are unmounted)	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH.jpg	4.31	0.25	1100.00	submodel	PY-2312	763.25	737.25		100	AFU204325R-BH	601.65	http://www.pyramydair.com/images/Air-Force-Condor-Red-Short_AFU10437R-BH_sm.jpg	AIR RIFLES		false
